ZIP_CODE,Population,Count_Public_Safety,Count_Fire_Stations,Count_Police_Stations,Count_Corrective_Facility,Count_Education_Facility,Crime_Per_Capita,Education_Per_Capita,Public_Safety_Per_Capita,amenities_index,Education_Per_10k,Education_z,Public_Safety_Per_10k,Public_Safety_z,Crime_Per_10k,Crime_z,crime_events,violent_crime_events,property_crime_events,part1_events,crime_events_per_capita,crime_events_per_10k,crime_events_z,violent_crime_per_capita,violent_crime_per_10k,property_crime_per_capita,property_crime_per_10k
90732,23067,1,0,0,0,6,0.00048,0.000260112,4.3e-05,-0.8140050712148605,2.60112,-0.39382913635544636,0.43,-0.11420891358732614,4.8,-0.08471392197206754,2455.0,562.0,1739.0,1495.0,0.10642909784540686,1064.2909784540686,-0.30980159571227733,0.024363809771535093,243.63809771535094,0.07538908397277495,753.8908397277495
90744,52800,2,0,0,0,14,0.00019,0.000265152,3.8e-05,-0.4462346875767851,2.65152,-0.3696402667609854,0.38,-0.11711169648565337,1.9000000000000001,-0.0860645564952171,13174.0,4522.0,7592.0,7476.0,0.24950757575757576,2495.0757575757575,0.04594420596167282,0.0856439393939394,856.439393939394,0.1437878787878788,1437.878787878788
90745,57397,2,1,1,0,17,0.01739,0.000296183,3.5e-05,0.6412392500515314,2.96183,-0.22071074049397735,0.35,-0.1188533662246497,173.9,-0.005957957191174664,46.0,10.0,32.0,30.0,0.0008014356151018346,8.014356151018346,-0.5724308739055504,0.00017422513371779012,1.7422513371779011,0.0005575204278969284,5.575204278969284
90746,27091,3,1,1,0,10,0.01694,0.000369126,0.000111,0.31944016436821543,3.69126,0.12937035371808064,1.11,-0.07473106617007574,169.4,-0.008053769382268794,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90755,11521,3,1,1,1,4,9e-05,0.000347192,0.00026,0.043612376639658924,3.4719200000000003,0.02410077719329727,2.5999999999999996,0.011771864200075784,0.9,-0.08653029253768246,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90802,40434,9,2,2,1,7,7e-05,0.000173122,0.000223,1.1310863142679755,1.73122,-0.8113271058042889,2.23,-0.00970872924754573,0.7,-0.08662343974617553,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90803,31526,4,0,0,0,6,0.0,0.000190319,0.000127,-0.8140050712148605,1.90319,-0.7287921870709663,1.27,-0.06544216089542862,0.0,-0.08694945497590129,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90805,92402,2,0,0,0,16,0.00026,0.000173156,2.2e-05,-0.3542920916672663,1.73156,-0.8111639269221042,0.22,-0.12640060176030052,2.5999999999999996,-0.08573854126549134,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90806,41664,1,0,0,0,9,7e-05,0.000216014,2.4e-05,-0.6760911773505822,2.16014,-0.605472146549205,0.24000000000000002,-0.12523948860096962,0.7,-0.08662343974617553,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90807,33101,3,0,0,0,8,6e-05,0.000241685,9.1e-05,-0.7220624753053416,2.41685,-0.48226729112075073,0.91,-0.08634219776338468,0.6,-0.08667001335042207,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90808,39317,4,1,1,0,19,0.00013,0.000483252,0.000102,0.7331818459610502,4.83252,0.6771042686659895,1.02,-0.07995607538706477,1.2999999999999998,-0.0863439981206963,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90810,35833,2,0,0,0,9,0.0026,0.000251165,5.6e-05,-0.6760911773505822,2.5116500000000004,-0.4367691792645024,0.5599999999999999,-0.10666167805167533,26.0,-0.07484031787180186,17.0,5.0,11.0,11.0,0.0004744230178885385,4.744230178885385,-0.573243947683317,0.00013953618173192308,1.3953618173192308,0.0003069795998102308,3.069795998102308
90813,51241,2,0,0,0,13,0.0,0.000253703,3.9e-05,-0.49220598553154454,2.5370299999999997,-0.4245883556472919,0.39,-0.11653113990598792,0.0,-0.08694945497590129,3.0,1.0,2.0,3.0,5.854686676684686e-05,0.5854686676684686,-0.5742779689906213,1.951562225561562e-05,0.19515622255615622,3.903124451123124e-05,0.39031244511231244
90814,19471,1,0,0,0,3,0.0,0.000154075,5.1e-05,-0.9519189650791388,1.5407499999999998,-0.902740875480023,0.51,-0.10956446095000257,0.0,-0.08694945497590129,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90815,43023,2,0,0,0,18,0.0,0.000418381,4.6e-05,-0.2623494957577474,4.18381,0.3657637608361717,0.46,-0.11246724384832979,0.0,-0.08694945497590129,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90840,0,1,1,1,0,1,0.000245,0.00032704749999999997,6.35e-05,-0.0943015172246194,3.2704750000000002,-0.07258031081178627,0.635,-0.10230750370418448,2.45,-0.08580840167186114,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91001,35475,4,2,2,0,15,0.01387,0.000422833,0.000113,1.498856697906051,4.22833,0.3871305956446123,1.13,-0.07356995301074486,138.70000000000002,-0.022351865885955436,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91006,31582,2,0,0,0,13,0.00225,0.000411627,6.3e-05,-0.49220598553154454,4.11627,0.3333487558280388,0.63,-0.1025977819940172,22.5,-0.07647039402043063,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91007,33029,3,1,1,1,10,0.00058,0.000302764,9.1e-05,0.31944016436821543,3.0276400000000003,-0.18912602803343195,0.91,-0.08634219776338468,5.8,-0.08424818592960218,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91010,27589,1,0,0,0,10,0.01106,0.000362463,3.6e-05,-0.6301198793958228,3.62463,0.09739209218873653,0.36,-0.11827280964498425,110.60000000000001,-0.03543904867923214,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91011,19935,3,0,0,0,12,0.01344,0.000601956,0.00015,-0.538177283486304,6.019559999999999,1.2468097401622005,1.4999999999999998,-0.05208935956312335,134.4,-0.024354530868556497,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91016,41140,4,1,1,1,16,0.00117,0.000388916,9.7e-05,0.595267952096772,3.88916,0.22435006190744256,0.97,-0.08285885828539201,11.700000000000001,-0.08150034327905653,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91020,7532,1,0,0,0,3,0.00597,0.000398301,0.000133,-0.9519189650791388,3.9830099999999997,0.26939223276935065,1.33,-0.06195882141743592,59.699999999999996,-0.059145013240719115,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91024,10940,2,1,1,0,6,0.0,0.000548446,0.000183,0.13555497254917773,5.4844599999999994,0.9899949758765635,1.83,-0.03293099243416359,0.0,-0.08694945497590129,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91030,26068,2,1,1,0,6,0.0,0.000230167,7.7e-05,0.13555497254917773,2.30167,-0.5375465371503146,0.77,-0.09446998987870095,0.0,-0.08694945497590129,1.0,1.0,0.0,1.0,3.836120914531226e-05,0.38361209145312264,-0.574328157971226,3.836120914531226e-05,0.38361209145312264,0.0,0.0
91040,20821,1,0,0,0,3,0.0,0.000144085,4.8e-05,-0.9519189650791388,1.44085,-0.950686670569044,0.48000000000000004,-0.1113061306889989,0.0,-0.08694945497590129,2902.0,591.0,2100.0,1711.0,0.13937851207915086,1393.7851207915087,-0.22787721440549663,0.02838480380385188,283.84803803851884,0.10085970894769704,1008.5970894769704
91042,26928,2,0,0,1,7,0.00022,0.000259952,7.4e-05,-0.7680337732601009,2.5995199999999996,-0.3945970369774929,0.74,-0.0962116596176973,2.2,-0.08592483568247748,3503.0,769.0,2448.0,1926.0,0.13008764111705287,1300.8764111705286,-0.25097774208017404,0.028557635175282235,285.57635175282235,0.09090909090909091,909.0909090909091
91101,21165,3,1,1,1,9,0.00014,0.00042523,0.000142,0.27346886641345597,4.2523,0.3986347068386447,1.4200000000000002,-0.056733812200446904,1.4,-0.08629742451644977,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91103,25142,2,0,0,0,13,0.00016,0.000517063,8e-05,-0.49220598553154454,5.17063,0.8393760682410536,0.8,-0.0927283201397046,1.6,-0.0862042773079567,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91105,12531,2,0,0,0,8,0.00056,0.000638417,0.00016,-0.7220624753053416,6.384169999999999,1.4217998937899077,1.6,-0.046283793766468864,5.6,-0.08434133313809525,18.0,1.0,14.0,10.0,0.0014364376346660283,14.364376346660283,-0.5708520249702611,7.980209081477934e-05,0.7980209081477934,0.0011172292714069108,11.172292714069108
91106,23910,2,1,1,0,5,4e-05,0.000209118,8.4e-05,0.08958367459441834,2.09118,-0.6385686633594041,0.84,-0.09040609382104281,0.4,-0.08676316055891514,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91107,32316,3,0,0,0,21,0.00653,0.000649833,9.3e-05,-0.12443560189346914,6.49833,1.4765896031729175,0.9299999999999999,-0.0851810846040538,65.3,-0.05653689140291308,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91108,12401,2,1,1,0,6,0.0,0.000483832,0.000161,0.13555497254917773,4.83832,0.6798879084209077,1.61,-0.04570323718680342,0.0,-0.08694945497590129,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91201,22394,1,0,0,0,3,0.0,0.000133964,4.5e-05,-0.9519189650791388,1.3396400000000002,-0.9992611842923654,0.45,-0.11304780042799523,0.0,-0.08694945497590129,14.0,3.0,11.0,8.0,0.0006251674555684558,6.251674555684558,-0.5728691414817633,0.0001339644547646691,1.339644547646691,0.0004912030008037867,4.912030008037867
91202,22504,1,0,0,0,5,0.0,0.000222183,4.4e-05,-0.8599763691696198,2.22183,-0.5758647781904291,0.44,-0.11362835700766068,0.0,-0.08694945497590129,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91204,17857,1,0,0,0,4,0.0,0.000224002,5.6e-05,-0.9059476671243792,2.24002,-0.5671347079935394,0.5599999999999999,-0.10666167805167533,0.0,-0.08694945497590129,11.0,2.0,9.0,7.0,0.0006160049280394244,6.160049280394244,-0.5728919229003857,0.00011200089600716806,1.1200089600716807,0.0005040040320322563,5.0400403203225626
91205,34254,1,0,0,0,7,0.0,0.000204356,2.9e-05,-0.7680337732601009,2.04356,-0.6614233056230595,0.29,-0.12233670570264238,0.0,-0.08694945497590129,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91206,31961,4,1,1,1,6,0.0,0.000187729,0.000125,0.13555497254917773,1.8772900000000001,-0.741222578390342,1.25,-0.0666032740547595,0.0,-0.08694945497590129,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91208,15969,2,1,1,0,3,0.0,0.000187864,0.000125,-0.002358921315100515,1.8786399999999999,-0.7405746622404904,1.25,-0.0666032740547595,0.0,-0.08694945497590129,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91214,30817,3,1,1,0,14,0.00344,0.000454295,9.7e-05,0.5033253561872532,4.54295,0.5381286542122578,0.97,-0.08285885828539201,34.4,-0.0709281351150928,66.0,31.0,34.0,48.0,0.0021416750494856734,21.416750494856732,-0.5690985449698694,0.0010059382808190285,10.059382808190284,0.001103287146704741,11.032871467047409
91301,23879,3,1,1,0,11,0.00704,0.000460656,0.000126,0.3654114623229749,4.60656,0.5686575033174892,1.26,-0.06602271747509406,70.4,-0.054161637586339725,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91302,25569,5,1,1,1,13,0.00708,0.000508428,0.000196,0.4573540582324937,5.08428,0.7979334315449879,1.96,-0.025383756898512792,70.8,-0.05397534316935359,2.0,0.0,2.0,0.0,7.82197191912081e-05,0.7821971919120809,-0.574229055032638,0.0,0.0,7.82197191912081e-05,0.7821971919120809
91303,29805,1,0,0,0,10,0.0,0.000335514,3.4e-05,-0.6301198793958228,3.3551400000000005,-0.03194636945831302,0.34,-0.11943392280431515,0.0,-0.08694945497590129,9818.0,2418.0,6894.0,6371.0,0.3294078174802885,3294.0781748028853,0.24460563960536522,0.08112732762959235,811.2732762959236,0.23130347257171616,2313.0347257171616
91304,52474,2,1,1,0,10,2e-05,0.000190571,3.8e-05,0.31944016436821543,1.90571,-0.7275827435912431,0.38,-0.11711169648565337,0.2,-0.08685630776740821,7171.0,2129.0,4467.0,3745.0,0.13665815451461677,1366.5815451461676,-0.2346410254045838,0.04057247398711743,405.7247398711743,0.08512787285131684,851.2787285131684
91306,47176,1,0,0,0,11,0.0,0.000233169,2.1e-05,-0.5841485814410633,2.33169,-0.5231388017291694,0.21,-0.12698115833996595,0.0,-0.08694945497590129,7778.0,2269.0,4916.0,4238.0,0.16487196879769375,1648.7196879769376,-0.16449109002035003,0.04809648974054604,480.9648974054604,0.1042055282346956,1042.0552823469561
91311,40898,3,0,0,0,19,0.00061,0.00046457,7.3e-05,-0.21637819780298803,4.6457,0.5874422722842988,0.73,-0.09679221619736272,6.1,-0.08410846511686257,7723.0,1892.0,5267.0,4215.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.046261430876815494,462.61430876815496,0.12878380360897843,1287.8380360897843
91316,29491,1,0,0,0,15,0.0,0.00050863,3.4e-05,-0.40026338962202573,5.0863000000000005,0.7989029060803216,0.34,-0.11943392280431515,0.0,-0.08694945497590129,6147.0,1297.0,4459.0,3748.0,0.20843647214404395,2084.3647214404396,-0.056173686916659804,0.04397951917534163,439.7951917534163,0.1511986707809162,1511.986707809162
91321,31989,1,0,0,0,13,0.00603,0.00040639,3.1e-05,-0.49220598553154454,4.0639,0.3082144085926832,0.31,-0.12117559254331149,60.3,-0.05886557161523989,1.0,1.0,0.0,0.0,3.126074588139673e-05,0.3126074588139673,-0.5743458123384861,3.126074588139673e-05,0.3126074588139673,0.0,0.0
91324,30699,1,0,0,0,6,0.0,0.000195446,3.3e-05,-0.8140050712148605,1.95446,-0.7041857715132674,0.33,-0.12001447938398059,0.0,-0.08694945497590129,9683.0,2285.0,6935.0,6200.0,0.31541744030750185,3154.1744030750183,0.20982040834151888,0.0744323919345907,744.3239193459069,0.22590312388025668,2259.031238802567
91325,35062,4,1,1,1,16,0.0,0.000456334,0.000114,0.595267952096772,4.56334,0.5479145877644614,1.1400000000000001,-0.07298939643107942,0.0,-0.08694945497590129,5748.0,1365.0,3987.0,3356.0,0.16393816667617364,1639.3816667617364,-0.16681286607760534,0.03893103644971764,389.3103644971764,0.11371285152016428,1137.1285152016428
91326,38428,2,0,0,0,7,3e-05,0.000182159,5.2e-05,-0.7680337732601009,1.8215899999999998,-0.7679551187953317,0.52,-0.10898390437033711,0.3,-0.08680973416316168,3950.0,732.0,2949.0,2338.0,0.10278963255959196,1027.8963255959195,-0.3188506470766727,0.01904861038825856,190.4861038825856,0.07674091808056625,767.4091808056626
91330,2512,2,2,2,0,1,0.0,0.000398089,0.000796,0.8552585265394189,3.98089,0.2683747644451393,7.960000000000001,0.3229501909007552,0.0,-0.08694945497590129,260.0,53.0,180.0,152.0,0.1035031847133758,1035.031847133758,-0.31707649357232925,0.02109872611464968,210.9872611464968,0.07165605095541401,716.5605095541401
91331,97608,4,1,1,1,21,1e-05,0.000215146,4.1e-05,0.8251244418705691,2.1514599999999997,-0.6096380074238067,0.41000000000000003,-0.11537002674665703,0.1,-0.08690288137165475,15543.0,4818.0,9203.0,8359.0,0.1592389968035407,1592.389968035407,-0.17849673340647143,0.049360708138677156,493.60708138677154,0.09428530448323907,942.8530448323908
91335,74526,2,1,1,0,27,0.0,0.00036229,2.7e-05,1.1009522295991256,3.6228999999999996,0.09656179964114882,0.26999999999999996,-0.12349781886197328,0.0,-0.08694945497590129,15121.0,4664.0,9329.0,8119.0,0.20289563373856104,2028.9563373856104,-0.06995025226224827,0.06258218608270939,625.8218608270939,0.12517779030137133,1251.7779030137133
91340,33424,1,1,1,0,17,6e-05,0.000508617,3e-05,0.6412392500515314,5.086170000000001,0.7988405141547804,0.3,-0.12175614912297694,0.6,-0.08667001335042207,1670.0,505.0,1000.0,889.0,0.049964097654380084,499.64097654380083,-0.4501943861067028,0.015108903781713739,151.08903781713738,0.029918621349928197,299.18621349928196
91342,93301,6,1,1,2,25,0.00072,0.00026795,6.4e-05,1.0090096336896066,2.6795,-0.3562116046329494,0.64,-0.10201722541435175,7.2,-0.08359615547015067,13055.0,3785.0,8153.0,7109.0,0.13992347348903011,1399.234734890301,-0.22652223959399587,0.04056762521302022,405.6762521302022,0.08738384368870644,873.8384368870644
91344,52890,1,0,0,0,20,0.0,0.000378143,1.9e-05,-0.17040689984822857,3.78143,0.17264635314928206,0.19,-0.12814227149929686,0.0,-0.08694945497590129,8527.0,1699.0,6307.0,5302.0,0.16122140291170353,1612.2140291170354,-0.1735677415658912,0.0321232747211193,321.23274721119304,0.1192474948005294,1192.474948005294
91345,18714,2,1,1,0,4,0.0,0.000213744,0.000107,0.043612376639658924,2.1374400000000002,-0.616366736624488,1.07,-0.07705329248873755,0.0,-0.08694945497590129,3573.0,843.0,2457.0,2151.0,0.19092657903174096,1909.2657903174095,-0.09970973128445931,0.04504648925937801,450.46489259378006,0.13129208079512664,1312.9208079512664
91350,43973,2,0,0,0,11,0.00412,0.000250154,4.5e-05,-0.5841485814410633,2.50154,-0.4416213513200582,0.45,-0.11304780042799523,41.2,-0.06776113002632833,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91352,46899,1,0,0,0,17,0.0,0.000362481,2.1e-05,-0.3083207937125068,3.62481,0.09747848100871681,0.21,-0.12698115833996595,0.0,-0.08694945497590129,10442.0,2669.0,7036.0,6242.0,0.22264867054734644,2226.4867054734646,-0.020836926361828188,0.0569095289878249,569.095289878249,0.15002452077869463,1500.2452077869464
91354,33957,1,0,0,0,6,0.00138,0.000176694,2.9e-05,-0.8140050712148605,1.76694,-0.7941837244171034,0.29,-0.12233670570264238,13.799999999999999,-0.08052229758987928,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91355,29123,4,2,2,0,14,0.01222,0.00048072,0.000137,1.4528853999512912,4.8072,0.6649522413221056,1.3699999999999999,-0.05963659509877415,122.2,-0.030036510586633928,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91356,30942,1,0,0,0,10,0.0,0.000323185,3.2e-05,-0.6301198793958228,3.2318499999999997,-0.09111791176587482,0.32,-0.12059503596364606,0.0,-0.08694945497590129,6627.0,1562.0,4683.0,3841.0,0.21417490789218538,2141.7490789218537,-0.04190582178861317,0.05048154611854437,504.8154611854437,0.15134768276129532,1513.4768276129532
91360,0,1,0,0,0,0,0.000245,0.00032704749999999997,6.35e-05,-1.089832858943417,3.2704750000000002,-0.07258031081178627,0.635,-0.10230750370418448,2.45,-0.08580840167186114,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91361,0,1,0,0,0,2,0.000245,0.00032704749999999997,6.35e-05,-0.9978902630338982,3.2704750000000002,-0.07258031081178627,0.635,-0.10230750370418448,2.45,-0.08580840167186114,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91367,45889,3,1,1,0,15,7e-05,0.000326876,6.5e-05,0.5492966541420126,3.26876,-0.07340340429104232,0.6499999999999999,-0.10143666883468631,0.7,-0.08662343974617553,8678.0,1653.0,6431.0,5240.0,0.1891085009479396,1891.085009479396,-0.10423014312323206,0.036021704547930876,360.21704547930875,0.14014251781472684,1401.4251781472683
91371,0,1,1,1,0,1,0.000245,0.00032704749999999997,6.35e-05,-0.0943015172246194,3.2704750000000002,-0.07258031081178627,0.635,-0.10230750370418448,2.45,-0.08580840167186114,32.0,14.0,17.0,16.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91381,22582,1,0,0,0,5,0.00465,0.000221415,4.4e-05,-0.8599763691696198,2.21415,-0.5795507011762517,0.44,-0.11362835700766068,46.49999999999999,-0.06529272900126191,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91384,26478,7,2,2,4,7,0.00774,0.00026437,0.000264,1.1310863142679755,2.6437,-0.3733933810512371,2.64,0.014094090518737596,77.4,-0.050901485289082185,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91387,46869,3,0,0,0,5,0.0051,0.00010668,6.4e-05,-0.8599763691696198,1.0668,-1.1302074378668248,0.64,-0.10201722541435175,51.00000000000001,-0.06319691681016777,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91390,19308,6,0,0,3,2,0.00259,0.000103584,0.000311,-0.9978902630338982,1.03584,-1.1450663149034224,3.1100000000000003,0.04138024976301359,25.9,-0.07488689147604839,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91401,39231,4,1,1,1,14,0.00061,0.000356861,0.000102,0.5033253561872532,3.5686099999999996,0.07050597165933754,1.02,-0.07995607538706477,6.1,-0.08410846511686257,8447.0,2213.0,5670.0,4576.0,0.2153144197190997,2153.144197190997,-0.03907257562680097,0.056409472101144505,564.094721011445,0.1445285615966965,1445.285615966965
91402,65754,2,1,1,0,15,0.0,0.000228123,3e-05,0.5492966541420126,2.28123,-0.5473564675969572,0.3,-0.12175614912297694,0.0,-0.08694945497590129,12962.0,3912.0,8136.0,7554.0,0.1971286917906135,1971.286917906135,-0.08428899430379502,0.05949447942330505,594.9447942330505,0.12373391732822338,1237.3391732822338
91403,25793,1,0,0,0,4,0.0,0.000155081,3.9e-05,-0.9059476671243792,1.55081,-0.8979127003189064,0.39,-0.11653113990598792,0.0,-0.08694945497590129,5669.0,986.0,4393.0,3568.0,0.21978831465901602,2197.8831465901603,-0.027948824764825974,0.038227426045826386,382.2742604582639,0.17031752801147598,1703.1752801147597
91406,51953,3,0,0,0,17,2e-05,0.000327219,5.8e-05,-0.3083207937125068,3.27219,-0.07175721733253022,0.58,-0.10550056489234443,0.2,-0.08685630776740821,12797.0,3705.0,8245.0,7396.0,0.2463187881354301,2463.1878813543008,0.038015705284551074,0.07131445729794238,713.1445729794237,0.15870113371701344,1587.0113371701345
91502,11652,3,1,1,1,4,9e-05,0.000343289,0.000257,0.043612376639658924,3.43289,0.0053688013942531695,2.5700000000000003,0.010030194461079464,0.9,-0.08653029253768246,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91504,27010,2,0,0,0,7,4e-05,0.000259163,7.4e-05,-0.7680337732601009,2.5916300000000003,-0.3983837469199589,0.74,-0.0962116596176973,0.4,-0.08676316055891514,248.0,40.0,198.0,148.0,0.009181784524250277,91.81784524250277,-0.5515942394620212,0.001480932987782303,14.809329877823028,0.007330618289522399,73.30618289522398
91505,31744,4,1,1,0,9,0.0,0.000283518,0.000126,0.27346886641345597,2.8351800000000003,-0.2814948741078362,1.26,-0.06602271747509406,0.0,-0.08694945497590129,164.0,44.0,117.0,95.0,0.00516633064516129,51.663306451612904,-0.5615781369715976,0.0013860887096774194,13.860887096774194,0.0036857358870967744,36.857358870967744
91506,18612,2,0,0,0,11,0.0,0.000591017,0.000107,-0.5841485814410633,5.91017,1.194309334508667,1.07,-0.07705329248873755,0.0,-0.08694945497590129,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
91601,36992,3,1,1,0,14,0.0,0.00037846,8.1e-05,0.5033253561872532,3.7846,0.17416775625671146,0.81,-0.09214776356003916,0.0,-0.08694945497590129,13202.0,3485.0,8967.0,7388.0,0.3568879757785467,3568.879757785467,0.3129314359556873,0.09420955882352941,942.0955882352941,0.24240376297577854,2424.0376297577855
