ZIP_CODE,Population,Count_Public_Safety,Count_Fire_Stations,Count_Police_Stations,Count_Corrective_Facility,Count_Education_Facility,Crime_Per_Capita,Education_Per_Capita,Public_Safety_Per_Capita,amenities_index,Education_Per_10k,Education_z,Public_Safety_Per_10k,Public_Safety_z,Crime_Per_10k,Crime_z,crime_events,violent_crime_events,property_crime_events,part1_events,crime_events_per_capita,crime_events_per_10k,crime_events_z,violent_crime_per_capita,violent_crime_per_10k,property_crime_per_capita,property_crime_per_10k
90034,57075,1,0,0,0,14,4e-05,0.000245291,1.8e-05,-0.4462346875767851,2.45291,-0.4649607308513803,0.18,-0.1287228280789623,0.4,-0.08676316055891514,12101.0,2341.0,9210.0,8015.0,0.21201927288655278,2120.192728865528,-0.04726552448034816,0.04101620674551029,410.16206745510294,0.16136662286465178,1613.6662286465178
90035,29000,1,0,0,0,16,3e-05,0.000551724,3.4e-05,-0.3542920916672663,5.517239999999999,1.0057273398707387,0.34,-0.11943392280431515,0.3,-0.08680973416316168,6521.0,1351.0,4760.0,3799.0,0.22486206896551725,2248.6206896551726,-0.015333602548309632,0.04658620689655173,465.86206896551727,0.16413793103448276,1641.3793103448277
90036,39278,1,0,0,0,13,0.0,0.000330974,2.5e-05,-0.49220598553154454,3.30974,-0.05373554960887929,0.25,-0.12465893202130417,0.0,-0.08694945497590129,12703.0,2146.0,9829.0,8977.0,0.3234125973827588,3234.125973827588,0.22969931399350954,0.05463618310504608,546.3618310504609,0.2502418656754417,2502.418656754417
90037,65482,1,0,0,0,15,2e-05,0.000229071,1.5e-05,-0.40026338962202573,2.29071,-0.5428066564113324,0.15,-0.13046449781795863,0.2,-0.08685630776740821,20180.0,8544.0,10260.0,11764.0,0.30817629272166397,3081.7629272166396,0.19181624803346323,0.13047860480742798,1304.7860480742797,0.1566842796493693,1566.842796493693
90038,27127,1,0,0,0,8,0.00052,0.000294909,3.7e-05,-0.7220624753053416,2.94909,-0.22682514919702168,0.37,-0.1176922530653188,5.199999999999999,-0.0845276275550814,9689.0,3024.0,6067.0,5593.0,0.35717182143252113,3571.718214325211,0.3136371808112259,0.11147565156486158,1114.7565156486157,0.2236517123161426,2236.517123161426
90039,28884,1,0,0,0,8,0.0,0.00027697,3.5e-05,-0.7220624753053416,2.7697000000000003,-0.3129212070650843,0.35,-0.1188533662246497,0.0,-0.08694945497590129,5569.0,874.0,4385.0,3754.0,0.19280570558094448,1928.0570558094448,-0.09503753047237369,0.030258966902091122,302.58966902091123,0.15181415316438165,1518.1415316438165
90040,11430,5,0,0,1,3,0.0776,0.000262467,0.000437,-0.9519189650791388,2.62467,-0.3825265990747012,4.37,0.11453037880085985,776.0,0.2744617139772204,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90041,27920,2,0,0,0,9,0.0,0.00032235,7.2e-05,-0.6760911773505822,3.2235,-0.09512539313717926,0.72,-0.09737277277702819,0.0,-0.08694945497590129,3947.0,815.0,2886.0,2508.0,0.14136819484240687,1413.6819484240687,-0.22293013011986526,0.02919054441260745,291.9054441260745,0.10336676217765042,1033.6676217765041
90042,56835,1,0,0,0,16,0.0,0.000281517,1.8e-05,-0.3542920916672663,2.81517,-0.2910984312623038,0.18,-0.1287228280789623,0.0,-0.08694945497590129,8255.0,2116.0,5498.0,4813.0,0.14524500747778657,1452.4500747778657,-0.21329094581319774,0.03723057974839448,372.3057974839448,0.09673616609483593,967.3616609483593
90043,42377,1,0,0,0,23,0.00526,0.000542747,2.4e-05,-0.03249300598395033,5.42747,0.962643315595049,0.24000000000000002,-0.12523948860096962,52.6,-0.06245173914222319,10620.0,4021.0,5920.0,5728.0,0.25060764093730087,2506.0764093730086,0.048679373227675876,0.0948863770441513,948.863770441513,0.13969842131344834,1396.9842131344833
90044,94830,1,0,0,0,26,0.00787,0.000274175,1.1e-05,0.105420887880328,2.7417499999999997,-0.32633547105645727,0.11,-0.13278672413662043,78.7,-0.05029602843387722,24697.0,11059.0,12190.0,14362.0,0.26043446166824846,2604.3446166824847,0.07311246945465091,0.11661921332911526,1166.1921332911527,0.12854581883370242,1285.4581883370242
90045,41786,5,1,1,0,19,0.00098,0.000454698,0.00012,0.7331818459610502,4.5469800000000005,0.5400628039040372,1.2,-0.06950605695308673,9.799999999999999,-0.08238524175974073,19339.0,2945.0,15594.0,12904.0,0.46281051069736273,4628.105106973628,0.5762938762743676,0.0704781505767482,704.7815057674819,0.37318719188244864,3731.8719188244863
90046,48296,3,0,0,0,10,0.00747,0.000207056,6.2e-05,-0.6301198793958228,2.07056,-0.6484649826260268,0.62,-0.10317833857368264,74.7,-0.05215897260373867,9923.0,2403.0,6928.0,6052.0,0.20546215007454033,2054.6215007454034,-0.06356894722758948,0.04975567334768925,497.55673347689253,0.14344873281431175,1434.4873281431176
90047,50974,2,0,0,0,25,0.00545,0.000490446,3.9e-05,0.059449589925568556,4.904459999999999,0.7116310003847498,0.39,-0.11653113990598792,54.5,-0.061566840661539,11180.0,4300.0,6234.0,6713.0,0.21932750029426767,2193.2750029426766,-0.029094579025022296,0.08435673088241064,843.5673088241064,0.12229764193510417,1222.9764193510418
90049,37122,2,0,0,0,13,0.0,0.000350197,5.4e-05,-0.49220598553154454,3.50197,0.03852291075110584,0.5399999999999999,-0.10782279121100623,0.0,-0.08694945497590129,5471.0,716.0,4461.0,3364.0,0.14737891277409623,1473.7891277409624,-0.20798527118337695,0.019287753892570442,192.8775389257044,0.12017132697591724,1201.7132697591724
90056,8543,1,0,0,0,1,0.02119,0.000117055,0.000117,-1.0438615609886577,1.17055,-1.0804138819060047,1.17,-0.07124772669208308,211.9,0.011740012422509136,101.0,25.0,68.0,54.0,0.011822544773498771,118.22544773498771,-0.5450283367098666,0.0029263724686878147,29.263724686878145,0.007959733114830855,79.59733114830856
90057,46629,2,1,1,0,9,2e-05,0.000193013,4.3e-05,0.27346886641345597,1.93013,-0.7158626603472603,0.43,-0.11420891358732614,0.2,-0.08685630776740821,13166.0,5597.0,6937.0,7002.0,0.282356473439276,2823.56473439276,0.12761866609295525,0.1200325977396041,1200.325977396041,0.14877007870638445,1487.7007870638445
90058,3585,4,1,1,1,2,0.00279,0.00055788,0.001116,-0.048330219269859954,5.578799999999999,1.0352723163039732,11.16,0.5087282963936981,27.9,-0.07395541939111766,2128.0,708.0,1336.0,1340.0,0.5935843793584379,5935.843793584379,0.9014458867213649,0.19748953974895397,1974.8953974895398,0.3726638772663877,3726.6387726638773
90059,37511,1,0,0,0,17,0.00978,0.0004532,2.7e-05,-0.3083207937125068,4.532,0.5328733343301278,0.26999999999999996,-0.12349781886197328,97.80000000000001,-0.04140047002278878,7982.0,3505.0,4048.0,3927.0,0.21279091466503158,2127.909146650316,-0.04534693877063321,0.0934392578177068,934.392578177068,0.10791501159659833,1079.1501159659833
90061,30051,2,1,1,0,12,0.00599,0.000399321,6.7e-05,0.41138276027773424,3.99321,0.2742875992348964,0.67,-0.10027555567535541,59.9,-0.05905186603222605,8062.0,3402.0,4281.0,4530.0,0.2682772619879538,2682.772619879538,0.09261256008893211,0.11320754716981132,1132.0754716981132,0.14245782170310473,1424.5782170310472
90062,32715,2,1,1,1,7,0.0,0.000213969,6.1e-05,0.1815262705039372,2.13969,-0.6152868763747353,0.61,-0.1037588951533481,0.0,-0.08694945497590129,9405.0,3901.0,4885.0,5185.0,0.2874828060522696,2874.828060522696,0.14036461734759623,0.11924193794895308,1192.4193794895307,0.14931988384533088,1493.1988384533088
90063,48397,3,0,0,1,21,0.00626,0.000433911,6.2e-05,-0.12443560189346914,4.33911,0.44029811496354854,0.62,-0.10317833857368264,62.6,-0.05779437871756956,2244.0,599.0,1507.0,1316.0,0.046366510320887656,463.6651032088766,-0.459139313455112,0.012376800214889353,123.76800214889353,0.031138293695890242,311.3829369589024
90064,26642,3,0,0,0,14,0.0,0.000525486,0.000113,-0.4462346875767851,5.25486,0.8798012366129079,1.13,-0.07356995301074486,0.0,-0.08694945497590129,7394.0,1325.0,5760.0,4726.0,0.2775317168380752,2775.3171683807523,0.11562254389469219,0.04973350349072892,497.3350349072892,0.21619998498611215,2161.9998498611217
90065,44658,3,1,1,0,18,0.0,0.000403063,6.7e-05,0.6872105480062908,4.03063,0.2922468750330061,0.67,-0.10027555567535541,0.0,-0.08694945497590129,8003.0,2157.0,5297.0,4708.0,0.17920641318464778,1792.0641318464777,-0.12885038091860812,0.04830041649872363,483.0041649872363,0.11861256661740338,1186.1256661740338
90066,56740,4,2,2,1,21,0.00014,0.000370109,7e-05,1.7746844856346076,3.7010899999999998,0.13408814316477796,0.7,-0.09853388593635908,1.4,-0.08629742451644977,8172.0,1366.0,6389.0,5459.0,0.14402537892139583,1440.2537892139583,-0.21632339167695658,0.024074726824109976,240.74726824109976,0.11260133944307367,1126.0133944307368
90068,21572,1,0,0,0,2,5e-05,9.27128e-05,4.6e-05,-0.9978902630338982,0.9271280000000001,-1.1972413226683638,0.46,-0.11246724384832979,0.5,-0.08671658695466859,6388.0,1174.0,4843.0,4104.0,0.2961246059707028,2961.2460597070276,0.1618513153104868,0.05442239940663823,544.2239940663824,0.22450398664936028,2245.039866493603
90069,20961,2,1,1,0,2,0.04465,9.54153e-05,9.5e-05,-0.048330219269859954,0.954153,-1.1842710012241116,0.9500000000000001,-0.0840199714447229,446.5,0.12100168798488331,1590.0,324.0,1175.0,1021.0,0.07585515958208101,758.5515958208101,-0.3858196687064104,0.015457277801631602,154.57277801631602,0.05605648585468251,560.5648585468251
90094,11764,1,0,0,0,1,0.0,8.50051e-05,8.5e-05,-1.0438615609886577,0.850051,-1.2342334953217817,0.8500000000000001,-0.08982553724137737,0.0,-0.08694945497590129,1798.0,202.0,1520.0,1314.0,0.15283917035022102,1528.3917035022102,-0.1944090594630008,0.01717103026181571,171.71030261815707,0.1292077524651479,1292.077524651479
90095,0,1,1,1,0,2,0.000245,0.00032704749999999997,6.35e-05,-0.048330219269859954,3.2704750000000002,-0.07258031081178627,0.635,-0.10230750370418448,2.45,-0.08580840167186114,177.0,73.0,98.0,100.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90201,92763,5,2,2,1,25,0.00259,0.000269504,5.4e-05,1.958569677453645,2.69504,-0.34875336984132377,0.5399999999999999,-0.10782279121100623,25.9,-0.07488689147604839,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90210,19004,6,1,1,1,4,5e-05,0.000210482,0.000316,0.043612376639658924,2.10482,-0.6320223105564586,3.1599999999999997,0.0442830326613408,0.5,-0.08671658695466859,904.0,174.0,648.0,458.0,0.047568932856240795,475.6893285624079,-0.4561496480978064,0.009155967164807408,91.55967164807409,0.034098084613765525,340.98084613765525
90211,9120,1,0,0,0,3,0.0,0.000328947,0.00011,-0.9519189650791388,3.28947,-0.06346389061442932,1.1,-0.07531162274974121,0.0,-0.08694945497590129,150.0,26.0,111.0,74.0,0.01644736842105263,164.4736842105263,-0.5335293214833442,0.0028508771929824563,28.50877192982456,0.012171052631578947,121.71052631578947
90220,48354,3,1,1,0,18,0.02858,0.000372255,6.2e-05,0.6872105480062908,3.72255,0.14438761025797514,0.62,-0.10317833857368264,285.8,0.046157905960699463,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90221,50659,4,2,2,0,18,0.009,0.000355317,7.9e-05,1.636770591770329,3.55317,0.06309573065659009,0.7899999999999999,-0.09330887671937005,90.0,-0.04503321115401862,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90222,32340,1,0,0,0,11,0.00526,0.000340136,3.1e-05,-0.5841485814410633,3.40136,-0.009763640238948296,0.31,-0.12117559254331149,52.6,-0.06245173914222319,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90230,31009,4,1,1,1,15,0.00019,0.000483731,0.000129,0.5492966541420126,4.8373099999999996,0.6794031711532409,1.2899999999999998,-0.06428104773609772,1.9000000000000001,-0.0860645564952171,1919.0,495.0,1275.0,1102.0,0.06188525911832049,618.8525911832049,-0.420553987328646,0.01596310748492373,159.6310748492373,0.04111709503692476,411.17095036924763
90232,16554,2,1,1,0,7,0.00012,0.000422859,0.000121,0.1815262705039372,4.22859,0.38725537949569466,1.21,-0.0689255003734213,1.2,-0.08639057172494286,109.0,28.0,74.0,68.0,0.006584511296363417,65.84511296363416,-0.5580520174598281,0.0016914340944786759,16.91434094478676,0.0044702186782650715,44.70218678265071
90240,24853,2,0,0,0,4,0.0,0.000160946,8e-05,-0.9059476671243792,1.6094600000000001,-0.8697643431420187,0.8,-0.0927283201397046,0.0,-0.08694945497590129,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90241,45319,2,1,1,1,16,4e-05,0.000353053,4.4e-05,0.595267952096772,3.5305299999999997,0.05222993685463364,0.44,-0.11362835700766068,0.4,-0.08676316055891514,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90242,40767,3,0,0,1,15,0.00027,0.000367945,7.4e-05,-0.40026338962202573,3.67945,0.12370228725160076,0.74,-0.0962116596176973,2.7,-0.0856919676612448,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
90245,16769,5,1,1,0,12,6e-05,0.000715606,0.000298,0.41138276027773424,7.15606,1.7922591507595218,2.98,0.03383301422736276,0.6,-0.08667001335042207,7.0,2.0,4.0,3.0,0.0004174369372055579,4.174369372055579,-0.5733856360717638,0.00011926769634444511,1.1926769634444512,0.00023853539268889023,2.3853539268889024
90247,47053,2,1,1,0,10,0.0007,0.000212526,4.3e-05,0.31944016436821543,2.12526,-0.6222123801098162,0.43,-0.11420891358732614,7.0,-0.08368930267864375,2406.0,765.0,1540.0,1530.0,0.051133827811191634,511.33827811191634,-0.4472860060452895,0.01625826195991754,162.58261959917542,0.03272905021996472,327.2905021996472
90248,11235,2,0,0,0,6,0.00605,0.000534045,0.000178,-0.8140050712148605,5.340450000000001,0.9208791205135016,1.7799999999999998,-0.03583377533249084,60.5,-0.05877242440674683,1912.0,445.0,1416.0,1355.0,0.1701824655095683,1701.824655095683,-0.1512872389756639,0.03960836671117045,396.0836671117045,0.1260347129506008,1260.347129506008
90249,26290,1,0,0,0,6,0.00316,0.000228224,3.8e-05,-0.8140050712148605,2.28224,-0.5468717303292905,0.38,-0.11711169648565337,31.6,-0.07223219603399582,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,1888.3563988459093,-0.10490857624009935,0.04397951917534163,439.7951917534163,0.12229764193510417,1222.9764193510418
