ZIP_CODE,Count_Part_1_Crime,Count_Public_Safety,Count_Fire_Stations,Count_Police_Stations,Count_Corrective_Facility,Count_Education_Facility,Population,Crime_Per_Capita,Education_Per_Capita,Public_Safety_Per_Capita,amenities_index,crime_index,education_index,crime_events,violent_crime_events,property_crime_events,part1_events,crime_events_per_capita,violent_crime_per_capita,property_crime_per_capita,part1_events_per_capita
90814,0,1,0,0,0,3,19471,0.0,0.000154075,5.1e-05,-0.9371236430307561,-0.08694945497590129,-0.902740875480023,,,,,,,,
90815,0,2,0,0,0,18,43023,0.0,0.000418381,4.6e-05,-0.27194626304143543,-0.08694945497590129,0.3657637608361717,,,,,,,,
90840,0,1,1,1,0,1,0,,,,-0.29391055713986664,,,,,,,,,,
91001,492,4,2,2,0,15,35475,0.01387,0.000422833,0.000113,1.3449589382029679,-0.022351865885955436,0.3871305956446123,,,,,,,,
91006,71,2,0,0,0,13,31582,0.00225,0.000411627,6.3e-05,-0.4443386303717832,-0.07647039402043063,0.3333487558280388,,,,,,,,
91007,19,3,1,1,1,10,33029,0.00058,0.000302764,9.1e-05,0.312396260051314,-0.08424818592960218,-0.18912602803343195,,,,,,,,
91010,305,1,0,0,0,10,27589,0.01106,0.000362463,3.6e-05,-0.6957743287682692,-0.03543904867923214,0.09739209218873653,,,,,,,,
91011,268,3,0,0,0,12,19935,0.01344,0.000601956,0.00015,-0.33081682583957556,-0.024354530868556497,1.2468097401622005,,,,,,,,
91016,48,4,1,1,1,16,41140,0.00117,0.000388916,9.7e-05,0.6672673788460086,-0.08150034327905653,0.22435006190744256,,,,,,,,
91020,45,1,0,0,0,3,7532,0.00597,0.000398301,0.000133,-0.9371236430307561,-0.059145013240719115,0.26939223276935065,,,,,,,,
91024,0,2,1,1,0,6,10940,0.0,0.000548446,0.000183,0.026482088188758454,-0.08694945497590129,0.9899949758765635,,,,,,,,
91030,0,2,1,1,0,6,26068,0.0,0.000230167,7.7e-05,0.026482088188758454,-0.08694945497590129,-0.5375465371503146,1.0,1.0,0.0,1.0,3.836120914531226e-05,3.836120914531226e-05,0.0,3.836120914531226e-05
91040,0,1,0,0,0,3,20821,0.0,0.000144085,4.8e-05,-0.9371236430307561,-0.08694945497590129,-0.950686670569044,2902.0,591.0,2100.0,1711.0,0.13937851207915086,0.02838480380385188,0.10085970894769704,0.08217664857595697
91042,6,2,0,0,1,7,26928,0.00022,0.000259952,7.4e-05,-0.6512094711682006,-0.08592483568247748,-0.3945970369774929,3503.0,769.0,2448.0,1926.0,0.13008764111705287,0.028557635175282235,0.09090909090909091,0.07152406417112299
91101,3,3,1,1,1,9,21165,0.00014,0.00042523,0.000142,0.2779177865852444,-0.08629742451644977,0.3986347068386447,,,,,,,,
91103,4,2,0,0,0,13,25142,0.00016,0.000517063,8e-05,-0.4443386303717832,-0.0862042773079567,0.8393760682410536,,,,,,,,
91105,7,2,0,0,0,8,12531,0.00056,0.000638417,0.00016,-0.6167309977021311,-0.08434133313809525,1.4217998937899077,18.0,1.0,14.0,10.0,0.0014364376346660283,7.980209081477934e-05,0.0011172292714069108,0.0007980209081477935
91106,1,2,1,1,0,5,23910,4e-05,0.000209118,8.4e-05,-0.0079963852773111,-0.08676316055891514,-0.6385686633594041,,,,,,,,
91107,211,3,0,0,0,21,32316,0.00653,0.000649833,9.3e-05,-0.02051056464494945,-0.05653689140291308,1.4765896031729175,,,,,,,,
91108,0,2,1,1,0,6,12401,0.0,0.000483832,0.000161,0.026482088188758454,-0.08694945497590129,0.6798879084209077,,,,,,,,
91201,0,1,0,0,0,3,22394,0.0,0.000133964,4.5e-05,-0.9371236430307561,-0.08694945497590129,-0.9992611842923654,14.0,3.0,11.0,8.0,0.0006251674555684558,0.0001339644547646691,0.0004912030008037867,0.00035723854603911763
91202,0,1,0,0,0,5,22504,0.0,0.000222183,4.4e-05,-0.868166696098617,-0.08694945497590129,-0.5758647781904291,,,,,,,,
91204,0,1,0,0,0,4,17857,0.0,0.000224002,5.6e-05,-0.9026451695646865,-0.08694945497590129,-0.5671347079935394,11.0,2.0,9.0,7.0,0.0006160049280394244,0.00011200089600716806,0.0005040040320322563,0.0003920031360250882
91205,0,1,0,0,0,7,34254,0.0,0.000204356,2.9e-05,-0.7992097491664778,-0.08694945497590129,-0.6614233056230595,,,,,,,,
91206,0,4,1,1,1,6,31961,0.0,0.000187729,0.000125,0.3224826441853129,-0.08694945497590129,-0.741222578390342,,,,,,,,
91208,0,2,1,1,0,3,15969,0.0,0.000187864,0.000125,-0.07695333220945023,-0.08694945497590129,-0.7405746622404904,,,,,,,,
91214,106,3,1,1,0,14,30817,0.00344,0.000454295,9.7e-05,0.45031015391559226,-0.0709281351150928,0.5381286542122578,66.0,31.0,34.0,48.0,0.0021416750494856734,0.0010059382808190285,0.001103287146704741,0.001557581854171399
91301,168,3,1,1,0,11,23879,0.00704,0.000460656,0.000126,0.34687473351738357,-0.054161637586339725,0.5686575033174892,,,,,,,,
91302,181,5,1,1,1,13,25569,0.00708,0.000508428,0.000196,0.7118322364460772,-0.05397534316935359,0.7979334315449879,2.0,0.0,2.0,0.0,7.82197191912081e-05,0.0,7.82197191912081e-05,0.0
91303,0,1,0,0,0,10,29805,0.0,0.000335514,3.4e-05,-0.6957743287682692,-0.08694945497590129,-0.03194636945831302,9818.0,2418.0,6894.0,6371.0,0.3294078174802885,0.08112732762959235,0.23130347257171616,0.21375608119443046
91304,1,2,1,1,0,10,52474,2e-05,0.000190571,3.8e-05,0.16439598205303674,-0.08685630776740821,-0.7275827435912431,7171.0,2129.0,4467.0,3745.0,0.13665815451461677,0.04057247398711743,0.08512787285131684,0.07136867782139726
91306,0,1,0,0,0,11,47176,0.0,0.000233169,2.1e-05,-0.6612958553021996,-0.08694945497590129,-0.5231388017291694,7778.0,2269.0,4916.0,4238.0,0.16487196879769375,0.04809648974054604,0.1042055282346956,0.08983381380362897
91311,25,3,0,0,0,19,40898,0.00061,0.00046457,7.3e-05,-0.08946751157708861,-0.08410846511686257,0.5874422722842988,7723.0,1892.0,5267.0,4215.0,0.18883563988459093,0.046261430876815494,0.12878380360897843,0.10306127438994572
91316,0,1,0,0,0,15,29491,0.0,0.00050863,3.4e-05,-0.5233819614379214,-0.08694945497590129,0.7989029060803216,6147.0,1297.0,4459.0,3748.0,0.20843647214404395,0.04397951917534163,0.1511986707809162,0.1270896205622054
91321,193,1,0,0,0,13,31989,0.00603,0.00040639,3.1e-05,-0.5923389083700605,-0.05886557161523989,0.3082144085926832,1.0,1.0,0.0,0.0,3.126074588139673e-05,3.126074588139673e-05,0.0,0.0
91324,0,1,0,0,0,6,30699,0.0,0.000195446,3.3e-05,-0.8336882226325475,-0.08694945497590129,-0.7041857715132674,9683.0,2285.0,6935.0,6200.0,0.31541744030750185,0.0744323919345907,0.22590312388025668,0.20196097592755463
91325,0,4,1,1,1,16,35062,0.0,0.000456334,0.000114,0.6672673788460086,-0.08694945497590129,0.5479145877644614,5748.0,1365.0,3987.0,3356.0,0.16393816667617364,0.03893103644971764,0.11371285152016428,0.09571615994523987
91326,1,2,0,0,0,7,38428,3e-05,0.000182159,5.2e-05,-0.6512094711682006,-0.08680973416316168,-0.7679551187953317,3950.0,732.0,2949.0,2338.0,0.10278963255959196,0.01904861038825856,0.07674091808056625,0.06084105339856355
91330,0,2,2,2,0,1,2512,0.0,0.000398089,0.000796,0.5662597536814393,-0.08694945497590129,0.2683747644451393,260.0,53.0,180.0,152.0,0.1035031847133758,0.02109872611464968,0.07165605095541401,0.06050955414012739
91331,1,4,1,1,1,21,97608,1e-05,0.000215146,4.1e-05,0.8396597461763564,-0.08690288137165475,-0.6096380074238067,15543.0,4818.0,9203.0,8359.0,0.1592389968035407,0.049360708138677156,0.09428530448323907,0.08563847225637243
91335,0,2,1,1,0,27,74526,0.0,0.00036229,2.7e-05,0.7505300309762193,-0.08694945497590129,0.09656179964114882,15121.0,4664.0,9329.0,8119.0,0.20289563373856104,0.06258218608270939,0.12517779030137133,0.10894184579878163
91340,2,1,1,1,0,17,33424,6e-05,0.000508617,3e-05,0.25774501831724644,-0.08667001335042207,0.7988405141547804,1670.0,505.0,1000.0,889.0,0.049964097654380084,0.015108903781713739,0.029918621349928197,0.026597654380086166
91342,67,6,1,1,2,25,93301,0.00072,0.00026795,6.4e-05,1.2735741960371891,-0.08359615547015067,-0.3562116046329494,13055.0,3785.0,8153.0,7109.0,0.13992347348903011,0.04056762521302022,0.08738384368870644,0.07619425300907814
91344,0,1,0,0,0,20,52890,0.0,0.000378143,1.9e-05,-0.3509895941075735,-0.08694945497590129,0.17264635314928206,8527.0,1699.0,6307.0,5302.0,0.16122140291170353,0.0321232747211193,0.1192474948005294,0.10024579315560597
91345,0,2,1,1,0,4,18714,0.0,0.000213744,0.000107,-0.04247485874338065,-0.08694945497590129,-0.616366736624488,3573.0,843.0,2457.0,2151.0,0.19092657903174096,0.04504648925937801,0.13129208079512664,0.1149406861173453
91350,181,2,0,0,0,11,43973,0.00412,0.000250154,4.5e-05,-0.5132955773039224,-0.06776113002632833,-0.4416213513200582,,,,,,,,
91352,0,1,0,0,0,17,46899,0.0,0.000362481,2.1e-05,-0.4544250145057822,-0.08694945497590129,0.09747848100871681,10442.0,2669.0,7036.0,6242.0,0.22264867054734644,0.0569095289878249,0.15002452077869463,0.13309452227126378
91354,47,1,0,0,0,6,33957,0.00138,0.000176694,2.9e-05,-0.8336882226325475,-0.08052229758987928,-0.7941837244171034,,,,,,,,
91355,356,4,2,2,0,14,29123,0.01222,0.00048072,0.000137,1.3104804647368982,-0.030036510586633928,0.6649522413221056,,,,,,,,
91356,0,1,0,0,0,10,30942,0.0,0.000323185,3.2e-05,-0.6957743287682692,-0.08694945497590129,-0.09111791176587482,6627.0,1562.0,4683.0,3841.0,0.21417490789218538,0.05048154611854437,0.15134768276129532,0.12413547928382135
91360,0,1,0,0,0,0,0,,,,-1.0405590634289648,,,,,,,,,,
91361,32,1,0,0,0,2,0,,,,-0.9716021164968257,,,,,,,,,,
91367,3,3,1,1,0,15,45889,7e-05,0.000326876,6.5e-05,0.48478862738166184,-0.08662343974617553,-0.07340340429104232,8678.0,1653.0,6431.0,5240.0,0.1891085009479396,0.036021704547930876,0.14014251781472684,0.11418858549979298
91371,7,1,1,1,0,1,0,,,,-0.29391055713986664,,,32.0,14.0,17.0,16.0,,,,
91381,105,1,0,0,0,5,22582,0.00465,0.000221415,4.4e-05,-0.868166696098617,-0.06529272900126191,-0.5795507011762517,,,,,,,,
91384,205,7,2,2,4,7,26478,0.00774,0.00026437,0.000264,1.513131984469243,-0.050901485289082185,-0.3733933810512371,,,,,,,,
91387,239,3,0,0,0,5,46869,0.0051,0.00010668,6.4e-05,-0.5721661401020625,-0.06319691681016777,-1.1302074378668248,,,,,,,,
91390,50,6,0,0,3,2,19308,0.00259,0.000103584,0.000311,-0.2316007265054395,-0.07488689147604839,-1.1450663149034224,,,,,,,,
91401,24,4,1,1,1,14,39231,0.00061,0.000356861,0.000102,0.5983104319138695,-0.08410846511686257,0.07050597165933754,8447.0,2213.0,5670.0,4576.0,0.2153144197190997,0.056409472101144505,0.1445285615966965,0.11664245112283653
91402,0,2,1,1,0,15,65754,0.0,0.000228123,3e-05,0.3367883493833846,-0.08694945497590129,-0.5473564675969572,12962.0,3912.0,8136.0,7554.0,0.1971286917906135,0.05949447942330505,0.12373391732822338,0.1148827447759832
91403,0,1,0,0,0,4,25793,0.0,0.000155081,3.9e-05,-0.9026451695646865,-0.08694945497590129,-0.8979127003189064,5669.0,986.0,4393.0,3568.0,0.21978831465901602,0.038227426045826386,0.17031752801147598,0.13833210561004924
91406,1,3,0,0,0,17,51953,2e-05,0.000327219,5.8e-05,-0.1584244585092277,-0.08685630776740821,-0.07175721733253022,12797.0,3705.0,8245.0,7396.0,0.2463187881354301,0.07131445729794238,0.15870113371701344,0.14235944026331493
91502,1,3,1,1,1,4,11652,9e-05,0.000343289,0.000257,0.1055254192548966,-0.08653029253768246,0.0053688013942531695,,,,,,,,
91504,1,2,0,0,0,7,27010,4e-05,0.000259163,7.4e-05,-0.6512094711682006,-0.08676316055891514,-0.3983837469199589,248.0,40.0,198.0,148.0,0.009181784524250277,0.001480932987782303,0.007330618289522399,0.005479452054794521
91505,0,4,1,1,0,9,31744,0.0,0.000283518,0.000126,0.42591806458352166,-0.08694945497590129,-0.2814948741078362,164.0,44.0,117.0,95.0,0.00516633064516129,0.0013860887096774194,0.0036857358870967744,0.0029926915322580645
91506,0,2,0,0,0,11,18612,0.0,0.000591017,0.000107,-0.5132955773039224,-0.08694945497590129,1.194309334508667,,,,,,,,
91601,0,3,1,1,0,14,36992,0.0,0.00037846,8.1e-05,0.45031015391559226,-0.08694945497590129,0.17416775625671146,13202.0,3485.0,8967.0,7388.0,0.3568879757785467,0.09420955882352941,0.24240376297577854,0.1997188581314879
91604,0,2,0,0,0,3,32469,0.0,9.23958e-05,6.2e-05,-0.7891233650324789,-0.08694945497590129,-1.1987627257757931,8144.0,1431.0,6346.0,5434.0,0.25082386276140317,0.04407280790908251,0.195447965751948,0.16735963534448242
91605,0,1,0,0,0,9,49868,0.0,0.000180476,2e-05,-0.7302528022343387,-0.08694945497590129,-0.776032473463482,11944.0,3486.0,7728.0,6803.0,0.23951231250501323,0.06990454800673779,0.15496911847276812,0.13642014919387183
91608,127,1,1,1,0,0,38,3.34211,0.0,0.026316,-0.32838903060593616,15.478461393863242,-1.6422051776162503,116.0,33.0,78.0,63.0,3.0526315789473686,0.868421052631579,2.0526315789473686,1.6578947368421053
91702,105,5,1,1,2,13,60903,0.00172,0.000213454,8.2e-05,0.7118322364460772,-0.07893879504549704,-0.6177585565019471,,,,,,,,
91706,7,7,4,4,1,20,71082,0.0001,0.000281365,9.8e-05,3.3856922051742044,-0.08648371893343593,-0.29182793685324787,,,,,,,,
91711,14,5,1,1,1,26,37529,0.00037,0.000692798,0.000133,1.1600523915049816,-0.08522623161877944,1.6827949170868097,,,,,,,,
91722,125,1,0,0,0,11,35099,0.00356,0.000313399,2.8e-05,-0.6612958553021996,-0.07036925186413436,-0.1380846335617865,,,,,,,,
91723,5,3,1,1,1,9,17733,0.00028,0.000507528,0.000169,0.2779177865852444,-0.08564539405699828,0.7936139905459771,,,,,,,,
91724,122,1,0,0,0,8,28352,0.0043,0.000282167,3.5e-05,-0.7647312757004083,-0.06692280514989067,-0.2879788349852404,,,,,,,,
91731,17,3,1,1,1,12,27620,0.00062,0.000434468,0.000109,0.3813532069834531,-0.08406189151261605,0.4429713690040475,,,,,,,,
91732,2,3,0,0,0,13,57431,3e-05,0.000226359,5.2e-05,-0.296338352373506,-0.08680973416316168,-0.5558225719550185,,,,,,,,
91733,624,1,0,0,0,10,41255,0.01513,0.000242395,2.4e-05,-0.6957743287682692,-0.01648359175089187,-0.4788597321104198,,,,,,,,
91740,4,1,0,0,0,10,26168,0.00015,0.000382146,3.8e-05,-0.6957743287682692,-0.08625085091220323,0.1918582668371049,,,,,,,,
91741,6,5,2,2,1,12,26071,0.00023,0.000460282,0.000192,1.3895237958030364,-0.08587826207823095,0.5668625356134559,,,,,,,,
91744,730,2,1,1,0,28,76942,0.00949,0.00036391,2.6e-05,0.785008504442289,-0.042751104545938334,0.10433679343936857,,,,,,,,
91745,600,3,0,0,0,18,54351,0.01104,0.000331181,5.5e-05,-0.12394598504315817,-0.035532195887725215,-0.05274207817910675,,,,,,,,
91746,253,1,0,0,0,14,28387,0.00891,0.000493183,3.5e-05,-0.5578604349039908,-0.045452373592237444,0.7247669004006311,,,,,,,,
91748,1203,1,0,0,0,16,42463,0.02833,0.000376799,2.4e-05,-0.4889034879718518,0.04499356585453606,0.16619598792409235,,,,,,,,
91750,25,5,1,1,2,10,32692,0.00076,0.000305885,0.000153,0.6083968160478685,-0.08340986105316453,-0.17414716652463985,,,,,,,,
91754,23,7,3,3,1,10,32248,0.00071,0.000310097,0.000217,2.3287374376904806,-0.08364272907439721,-0.15393218264926872,,,,,,,,
91765,577,2,0,0,0,14,44502,0.01297,0.000314593,4.5e-05,-0.40986015690571365,-0.0265434902681437,-0.13235417516976544,,,,,,,,
91766,1,6,2,2,1,18,69327,1e-05,0.000259639,8.7e-05,1.7443949145977309,-0.08690288137165475,-0.3960992425693711,,,,,,,,
91767,2,2,0,0,0,19,49152,4e-05,0.000386556,4.1e-05,-0.23746778957536585,-0.08676316055891514,0.21302352773225827,,,,,,,,
91768,1,4,1,1,0,13,34200,3e-05,0.000380117,0.000117,0.5638319584477999,-0.08680973416316168,0.1821203270737794,,,,,,,,
91770,1348,2,0,0,0,17,58382,0.02309,0.000291186,3.4e-05,-0.30642473650750496,0.02058899722935103,-0.2446932367962635,,,,,,,,
91773,606,4,1,1,1,18,33598,0.01804,0.000535746,0.000119,0.7362243257781477,-0.0029306729151497984,0.9290428640016322,,,,,,,,
91775,125,2,0,0,0,6,23672,0.00528,0.000253464,8.4e-05,-0.6856879446342703,-0.06235859193373012,-0.42573540720147357,,,,,,,,
91776,38,2,1,1,0,13,36952,0.00103,0.000351808,5.4e-05,0.2678314024512454,-0.08215237373850805,0.046254710139335325,,,,,,,,
91780,433,2,1,1,0,12,35588,0.01217,0.000337192,5.6e-05,0.23335292898517584,-0.030269378607866607,-0.023893011684601752,,,,,,,,
91789,272,4,1,1,0,17,40298,0.00675,0.000421857,9.9e-05,0.7017458523120782,-0.05551227210948929,0.38244640185012924,,,,,,,,
91790,0,4,1,1,1,14,44710,0.0,0.000313129,8.9e-05,0.5983104319138695,-0.08694945497590129,-0.1393804658614899,,,,,,,,
91791,1,2,0,0,0,14,33028,3e-05,0.000423883,6.1e-05,-0.40986015690571365,-0.08680973416316168,0.3921699434767916,,,,,,,,
91792,6,1,0,0,0,4,30629,0.0002,0.000130595,3.3e-05,-0.9026451695646865,-0.08601798289097057,-1.0154302917653295,,,,,,,,
91801,0,5,1,1,1,13,53381,0.0,0.000243532,9.4e-05,0.7118322364460772,-0.08694945497590129,-0.4734028383150028,4.0,1.0,3.0,3.0,7.493302860568367e-05,1.8733257151420917e-05,5.619977145426275e-05,5.619977145426275e-05
91803,0,1,0,0,0,10,27715,0.0,0.000360815,3.6e-05,-0.6957743287682692,-0.08694945497590129,0.08948271578165888,,,,,,,,
93243,7,1,0,0,0,1,0,,,,-1.0060805899628953,,,,,,,,,,
93510,55,2,0,0,1,5,7786,0.00706,0.000642178,0.000257,-0.7201664181003398,-0.054068490377846654,1.4398503577868855,,,,,,,,
93532,17,4,0,0,2,1,2930,0.0058,0.000341297,0.001365,-0.5620797559680636,-0.05993676451291023,-0.004191561350224179,,,,,,,,
93534,762,4,2,2,0,22,41430,0.01839,0.000531016,9.7e-05,1.5863082524654548,-0.0013005967665210298,0.9063418018623861,,,,,,,,
93535,768,2,0,0,0,28,79409,0.00967,0.000352605,2.5e-05,0.07283847161926037,-0.04191277966950069,0.050079815112903735,,,,,,,,
93536,437,8,0,0,3,19,73412,0.00595,0.000258813,0.000109,0.6505338784142976,-0.059238160449212186,-0.4000635295306855,,,,,,,,
93543,151,1,0,0,0,4,12275,0.0123,0.000325866,8.1e-05,-0.9026451695646865,-0.029663921752661637,-0.07825077696770995,,,,,,,,
93544,32,1,0,0,0,0,1027,0.03116,0.0,0.000974,-1.0405590634289648,0.05817389585630583,-1.6422051776162503,,,,,,,,
93550,1284,6,1,1,1,23,80645,0.01592,0.000285201,7.4e-05,1.20461724910505,-0.012804277015415496,-0.27341751943968584,,,,,,,,
93551,950,2,0,0,0,15,54360,0.01748,0.000275938,3.7e-05,-0.3753816834396441,-0.005538794752955838,-0.3178741660772837,,,,,,,,
93553,21,1,0,0,0,1,1319,0.01592,0.00075815,0.000758,-1.0060805899628953,-0.012804277015415496,1.9964439261616544,,,,,,,,
93563,6,1,0,0,1,0,195,0.03077,0.0,0.005128,-1.0405590634289648,0.0563575252906909,-1.6422051776162503,,,,,,,,
93591,40,1,0,0,0,3,7051,0.00567,0.000425472,0.000142,-0.9371236430307561,-0.060542221368115205,0.39979615652948963,,,,,,,,
