ZIP_CODE,Population,Count_Public_Safety,Count_Fire_Stations,Count_Police_Stations,Count_Corrective_Facility,Count_Education_Facility,Crime_Per_Capita,Education_Per_Capita,Public_Safety_Per_Capita,amenities_index,crime_index,education_index,crime_events,violent_crime_events,property_crime_events,part1_events,crime_events_per_capita,violent_crime_per_capita,property_crime_per_capita
90094,11764,1,0,0,0,1,0.0,8.50051e-05,8.5e-05,-1.0438615609886577,-0.08694945497590129,-1.2342334953217817,1798.0,202.0,1520.0,1314.0,0.15283917035022102,0.01717103026181571,0.1292077524651479
90095,0,1,1,1,0,2,0.000245,0.00032704749999999997,6.35e-05,-0.048330219269859954,-0.08580840167186114,-0.07258031081178627,177.0,73.0,98.0,100.0,0.18883563988459093,0.04397951917534163,0.12229764193510417
90201,92763,5,2,2,1,25,0.00259,0.000269504,5.4e-05,1.958569677453645,-0.07488689147604839,-0.34875336984132377,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,0.04397951917534163,0.12229764193510417
90210,19004,6,1,1,1,4,5e-05,0.000210482,0.000316,0.043612376639658924,-0.08671658695466859,-0.6320223105564586,904.0,174.0,648.0,458.0,0.047568932856240795,0.009155967164807408,0.034098084613765525
90211,9120,1,0,0,0,3,0.0,0.000328947,0.00011,-0.9519189650791388,-0.08694945497590129,-0.06346389061442932,150.0,26.0,111.0,74.0,0.01644736842105263,0.0028508771929824563,0.012171052631578947
90220,48354,3,1,1,0,18,0.02858,0.000372255,6.2e-05,0.6872105480062908,0.046157905960699463,0.14438761025797514,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,0.04397951917534163,0.12229764193510417
90221,50659,4,2,2,0,18,0.009,0.000355317,7.9e-05,1.636770591770329,-0.04503321115401862,0.06309573065659009,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,0.04397951917534163,0.12229764193510417
90222,32340,1,0,0,0,11,0.00526,0.000340136,3.1e-05,-0.5841485814410633,-0.06245173914222319,-0.009763640238948296,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,0.04397951917534163,0.12229764193510417
90230,31009,4,1,1,1,15,0.00019,0.000483731,0.000129,0.5492966541420126,-0.0860645564952171,0.6794031711532409,1919.0,495.0,1275.0,1102.0,0.06188525911832049,0.01596310748492373,0.04111709503692476
90232,16554,2,1,1,0,7,0.00012,0.000422859,0.000121,0.1815262705039372,-0.08639057172494286,0.38725537949569466,109.0,28.0,74.0,68.0,0.006584511296363417,0.0016914340944786759,0.0044702186782650715
90240,24853,2,0,0,0,4,0.0,0.000160946,8e-05,-0.9059476671243792,-0.08694945497590129,-0.8697643431420187,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,0.04397951917534163,0.12229764193510417
90241,45319,2,1,1,1,16,4e-05,0.000353053,4.4e-05,0.595267952096772,-0.08676316055891514,0.05222993685463364,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,0.04397951917534163,0.12229764193510417
90242,40767,3,0,0,1,15,0.00027,0.000367945,7.4e-05,-0.40026338962202573,-0.0856919676612448,0.12370228725160076,6521.0,1366.0,4467.0,3799.0,0.18883563988459093,0.04397951917534163,0.12229764193510417
